"type","id","author","editor","advisor","note","title","pages","article_no","num_pages","keywords","doi","journal","issue_date","volume","issue_no","description","month","year","issn","booktitle","acronym","edition","isbn","conf_loc","publisher","publisher_loc"
"article","2393611","Elvira  Albert and Antonio  Flores-Montoya and Samir  Genaim","","","","MayPar: A May-happen-in-parallel Analyzer for Concurrent Objects","14:1--14:2","14","2","concurrent objects, parallelism, resource guarantees, static analysis","10.1145/2393596.2393611","","","","","","","2012","","Proceedings of the ACM SIGSOFT 20th International Symposium on the Foundations of Software Engineering","FSE '12","","978-1-4503-1614-9","Cary, North Carolina","ACM","New York, NY, USA"
"article","3316624","Yu-Wei  Su and Tzren Ru Chou","","","","Analyzing the Color Image of Taiwan Town by Using Data Mining","272--276","","5","Color image, Data mining, city color","10.1145/3316615.3316624","","","","","","","2019","","Proceedings of the 2019 8th International Conference on Software and Computer Applications","ICSCA '19","","978-1-4503-6573-4","Penang, Malaysia","ACM","New York, NY, USA"
"article","3239237","Pooyan  Behnamghader and Patavee  Meemeng and Iordanis  Fostiropoulos and Di  Huang and Kamonphop  Srisopha and Barry  Boehm","","","","A Scalable and Efficient Approach for Compiling and Analyzing Commit History","27:1--27:10","27","10","mining software repositories, software compilability, software maintainbaility evolution, software technical debt","10.1145/3239235.3239237","","","","","","","2018","","Proceedings of the 12th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement","ESEM '18","","978-1-4503-5823-1","Oulu, Finland","ACM","New York, NY, USA"
"article","3079378","Stefan  Marr and Carmen Torres Lopez and Dominik  Aumayr and Elisa Gonzalez Boix and Hanspeter  M&#246;ssenb&#246;ck","","","","K\'{O}&Mu;{$\Pi$}O&Sigmav;: A Platform for Debugging Complex Concurrent Applications","2:1--2:2","2","2","Concept Reification, Concurrency Models, Debugging, Replay, Stepping","10.1145/3079368.3079378","","","","","","","2017","","Companion to the First International Conference on the Art, Science and Engineering of Programming","Programming '17","","978-1-4503-4836-2","Brussels, Belgium","ACM","New York, NY, USA"
"article","2372263","Dana Sulistiyo Kusumo and Mark  Staples and Liming  Zhu and Ross  Jeffery","","","","Analyzing Differences in Risk Perceptions Between Developers and Acquirers in OTS-based Custom Software Projects Using Stakeholder Analysis","69--78","","10","acquirers, developers, off-the-shelf (ots), perception, risks, survey","10.1145/2372251.2372263","","","","","","","2012","","Proceedings of the ACM-IEEE International Symposium on Empirical Software Engineering and Measurement","ESEM '12","","978-1-4503-1056-7","Lund, Sweden","ACM","New York, NY, USA"
"article","2702589","Catherine M. Baker and Lauren R. Milne and Richard E. Ladner","","","","StructJumper: A Tool to Help Blind Programmers Navigate and Understand the Structure of Code","3043--3052","","10","accessibility, blind programmers, code structure, navigation, screen reader","10.1145/2702123.2702589","","","","","","","2015","","Proceedings of the 33rd Annual ACM Conference on Human Factors in Computing Systems","CHI '15","","978-1-4503-3145-6","Seoul, Republic of Korea","ACM","New York, NY, USA"
"article","3275439","David A.  Tomassi","","","","Bugs in the Wild: Examining the Effectiveness of Static Analyzers at Finding Real-world Bugs","980--982","","3","BugSwarm, bug finding tools, static analysis","10.1145/3236024.3275439","","","","","","","2018","","Proceedings of the 2018 26th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering","ESEC/FSE 2018","","978-1-4503-5573-5","Lake Buena Vista, FL, USA","ACM","New York, NY, USA"
"article","1999752","Blair  Taylor and Siddharth  Kaza","","","","Security Injections: Modules to Help Students Remember, Understand, and Apply Secure Coding Techniques","3--7","","5","checklists, computer science curriculum, information security curriculum development, secure coding, security education","10.1145/1999747.1999752","","","","","","","2011","","Proceedings of the 16th Annual Joint Conference on Innovation and Technology in Computer Science Education","ITiCSE '11","","978-1-4503-0697-3","Darmstadt, Germany","ACM","New York, NY, USA"
"article","2930724","Yu  Guo and Aditi  Wagh and Corey  Brady and Sharona T. Levy and Michael S. Horn and Uri  Wilensky","","","","Frogs to Think with: Improving Students' Computational Thinking and Understanding of Evolution in A Code-First Learning Environment","246--254","","9","agent-based modeling, code-first learning environment, computational thinking, evolution","10.1145/2930674.2930724","","","","","","","2016","","Proceedings of the The 15th International Conference on Interaction Design and Children","IDC '16","","978-1-4503-4313-8","Manchester, United Kingdom","ACM","New York, NY, USA"
"article","1985495","Dong  Li","","","","Identifying Best Practice by Analyzing the Evolution of the FISCAN MTMSIS Software Product Line","40--44","","5","best practice, mtmsis, software product line engineering","10.1145/1985484.1985495","","","","","","","2011","","Proceedings of the 2Nd International Workshop on Product Line Approaches in Software Engineering","PLEASE '11","","978-1-4503-0584-6","Waikiki, Honolulu, HI, USA","ACM","New York, NY, USA"
"article","2844631","Deborah A. Fields and Lisa  Quirke and Janell  Amely and Jason  Maughan","","","","Combining Big Data and Thick Data Analyses for Understanding Youth Learning Trajectories in a Summer Coding Camp","150--155","","6","assessment, big data, computer science education, constructionism, novice programmers, scratch","10.1145/2839509.2844631","","","","","","","2016","","Proceedings of the 47th ACM Technical Symposium on Computing Science Education","SIGCSE '16","","978-1-4503-3685-7","Memphis, Tennessee, USA","ACM","New York, NY, USA"
"article","2525536","Peter Senna Tschudin and Laurent  R&#233;veill&#232;re and Lingxiao  Jiang and David  Lo and Julia  Lawall and Gilles  Muller","","","","Understanding the Genetic Makeup of Linux Device Drivers","10:1--10:6","10","6","","10.1145/2525528.2525536","","","","","","","2013","","Proceedings of the Seventh Workshop on Programming Languages and Operating Systems","PLOS '13","","978-1-4503-2460-1","Farmington, Pennsylvania","ACM","New York, NY, USA"
"article","2379079","Laura A. Palmer","","","","Understanding Social Media Advertising in Higher Ed: A Case Study from a Small Graduate Program","115--120","","6","communication, facebook, social media, social media advertising, social networking sites","10.1145/2379057.2379079","","","","","","","2012","","Proceedings of the 30th ACM International Conference on Design of Communication","SIGDOC '12","","978-1-4503-1497-8","Seattle, Washington, USA","ACM","New York, NY, USA"
"article","3025510","Chia-Fang  Chung and Nanna  Gorm and Irina A. Shklovski and Sean  Munson","","","","Finding the Right Fit: Understanding Health Tracking in Workplace Wellness Programs","4875--4886","","12","health and wellness program, self-tracking, workplace","10.1145/3025453.3025510","","","","","","","2017","","Proceedings of the 2017 CHI Conference on Human Factors in Computing Systems","CHI '17","","978-1-4503-4655-9","Denver, Colorado, USA","ACM","New York, NY, USA"
"article","2141710","Guilherme  Cox and Cleomar  Silva and Leandro  Cupertino and Cristiana  Bentes and Ricardo  Farias","","","","Exploring Parallelism in Volume Ray Casting: Understanding the Programming Issues of Multithreaded Accelerators","64--73","","10","accelerator programming, direct volume rendering, graphics applications, parallel architectures, parallel ray casting","10.1145/2141702.2141710","","","","","","","2012","","Proceedings of the 2012 International Workshop on Programming Models and Applications for Multicores and Manycores","PMAM '12","","978-1-4503-1211-0","New Orleans, Louisiana","ACM","New York, NY, USA"
"article","2677219","Aaron  Keen and Kurt  Mammen","","","","Program Decomposition and Complexity in CS1","48--53","","6","complexity, introductory programming, program decomposition, software quality","10.1145/2676723.2677219","","","","","","","2015","","Proceedings of the 46th ACM Technical Symposium on Computer Science Education","SIGCSE '15","","978-1-4503-2966-8","Kansas City, Missouri, USA","ACM","New York, NY, USA"
"article","3071332","Chathika  Gunaratne and Ivan  Garibay","","","","Alternate Social Theory Discovery Using Genetic Programming: Towards Better Understanding the Artificial Anasazi","115--122","","8","agent-based modeling, artificial anasazi, calibration, genetic programming, theory discovery","10.1145/3071178.3071332","","","","","","","2017","","Proceedings of the Genetic and Evolutionary Computation Conference","GECCO '17","","978-1-4503-4920-8","Berlin, Germany","ACM","New York, NY, USA"
"article","2384688","Juan M. Tamayo and Alex  Aiken and Nathan  Bronson and Mooly  Sagiv","","","","Understanding the Behavior of Database Operations Under Program Control","983--996","","14","program understanding, three-tier applications","10.1145/2398857.2384688","SIGPLAN Not.","October 2012","47","10","","October","2012","0362-1340","","","","","","ACM","New York, NY, USA"
"article","2384688","Juan M. Tamayo and Alex  Aiken and Nathan  Bronson and Mooly  Sagiv","","","","Understanding the Behavior of Database Operations Under Program Control","983--996","","14","program understanding, three-tier applications","10.1145/2384616.2384688","","","","","","","2012","","Proceedings of the ACM International Conference on Object Oriented Programming Systems Languages and Applications","OOPSLA '12","","978-1-4503-1561-6","Tucson, Arizona, USA","ACM","New York, NY, USA"
"article","2597144","Mario  Linares-V&#225;squez and Sam  Klock and Collin  McMillan and Aminata  Saban&#233; and Denys  Poshyvanyk and Yann-Ga&#235;l  Gu&#233;h&#233;neuc","","","","Domain Matters: Bringing Further Evidence of the Relationships Among Anti-patterns, Application Domains, and Quality-related Metrics in Java Mobile Apps","232--243","","12","Anti-patterns, Domain categories, Internal metrics, Java Mobile Edition, Software quality","10.1145/2597008.2597144","","","","","","","2014","","Proceedings of the 22Nd International Conference on Program Comprehension","ICPC 2014","","978-1-4503-2879-1","Hyderabad, India","ACM","New York, NY, USA"
"article","3122841","Marcus  Paradies and Cornelia  Kinder and Jan  Bross and Thomas  Fischer and Romans  Kasperovics and Hinnerk  Gildhoff","","","","GraphScript: Implementing Complex Graph Algorithms in SAP HANA","13:1--13:4","13","4","","10.1145/3122831.3122841","","","","","","","2017","","Proceedings of The 16th International Symposium on Database Programming Languages","DBPL '17","","978-1-4503-5354-0","Munich, Germany","ACM","New York, NY, USA"
"article","2034775","Andrzej  Filinski","","","","Towards a Comprehensive Theory of Monadic Effects","1--1","","1","computational effects, monads","10.1145/2034574.2034775","SIGPLAN Not.","September 2011","46","9","","September","2011","0362-1340","","","","","","ACM","New York, NY, USA"
"article","2034775","Andrzej  Filinski","","","","Towards a Comprehensive Theory of Monadic Effects","1--1","","1","computational effects, monads","10.1145/2034773.2034775","","","","","","","2011","","Proceedings of the 16th ACM SIGPLAN International Conference on Functional Programming","ICFP '11","","978-1-4503-0865-6","Tokyo, Japan","ACM","New York, NY, USA"
"article","3062362","Olli  Saarikivi and Margus  Veanes and Todd  Mytkowicz and Madan  Musuvathi","","","","Fusing Effectful Comprehensions","17--32","","16","comprehension, deforestation, fusion, reachability analysis, symbolic automaton, symbolic transducer","10.1145/3140587.3062362","SIGPLAN Not.","June 2017","52","6","","June","2017","0362-1340","","","","","","ACM","New York, NY, USA"
"article","3062362","Olli  Saarikivi and Margus  Veanes and Todd  Mytkowicz and Madan  Musuvathi","","","","Fusing Effectful Comprehensions","17--32","","16","comprehension, deforestation, fusion, reachability analysis, symbolic automaton, symbolic transducer","10.1145/3062341.3062362","","","","","","","2017","","Proceedings of the 38th ACM SIGPLAN Conference on Programming Language Design and Implementation","PLDI 2017","","978-1-4503-4988-8","Barcelona, Spain","ACM","New York, NY, USA"
